 

stn    time           nto002d0  tre200dx  tre200d0  rre150d0  hns000d0
ALT    19500929              0      15.6       9.3       0.0         -
ALT    19500930              0      20.9      14.2       2.7         -
ALT    19501001              0      13.9      12.3       3.6         -
ALT    19501002              0      17.0      12.3       0.1         -
ALT    19501003              0      14.5      11.9       0.0         -
ALT    19501004              0      17.0       8.4       0.0         -
ALT    19501005              0      18.4       9.4       0.0         -
ALT    19501006              1      18.0       9.6       0.0         -
ALT    19501007              1      19.5      10.1       0.0         -
ALT    19501008              1      16.7      11.3       0.2         -
ALT    19501009              0      16.0      13.4       0.0         -
ALT    19501010              0      16.2      13.5       5.5         -
ALT    19501011              0      17.2      13.7       0.1         -
ALT    19501012              0      17.0      11.3       0.0         -
ALT    19501013              1      14.5       8.8       0.0         -
ALT    19501014              1      17.4       9.6       0.0         -
ALT    19501015              1      16.6      10.5       0.0         -
ALT    19501016              0      14.5      11.7       2.0         -
ALT    19501017              0      15.1      12.4       2.9         -
ALT    19501018              0      15.3      12.8       0.0         -
ALT    19501019              0      15.1      10.9       0.0         -
ALT    19501020              0      13.7       9.0       0.0         -
ALT    19501021              0      11.5       9.9       0.0         -
ALT    19501022              0      11.1       9.9       0.0         -
ALT    19501023              0      14.6      10.1       0.0         -
ALT    19501024              0      11.2       8.8       0.3         -
ALT    19501025              0       9.0       6.9       0.0         -
ALT    19501026              0       6.4       4.4       0.4         -
ALT    19501027              0       4.9       2.6       0.2         -
ALT    19501028              0       5.1       3.2       0.0         -
ALT    19501029              0       5.4       3.4       0.0         -
ALT    19501030              0       4.7       2.4       0.0         -
ALT    19501031              1       6.3       1.2       0.0         -
ALT    19501101              0       6.0       2.4       0.0         -
ALT    19501102              0       8.5       6.0       5.8         -
ALT    19501103              0       8.0       6.1      22.8         -
ALT    19501104              0       6.0       4.0      19.0         -
ALT    19501105              0       4.4       3.4       2.8         -
ALT    19501106              0       7.0       4.2       0.0         -
ALT    19501107              0       5.1       2.9       0.0         -
ALT    19501108              0       6.3       3.7       0.0         -
ALT    19501109              0       7.5       3.4       0.0         -
ALT    19501110              0      15.7       6.7       0.0         -
ALT    19501111              0      17.7      16.5       0.4         -
ALT    19501112              0      16.9       9.3       6.2         -
ALT    19501113              0      10.6       8.2       6.5         -
ALT    19501114              0      10.0       8.2      22.3         -
ALT    19501115              0       7.2       5.6       0.4         -
ALT    19501116              0       8.4       6.6      49.7         -
ALT    19501117              0       9.5       7.9       5.5         -
ALT    19501118              0      11.0       5.4       0.0         -
ALT    19501119              0      14.9      11.4       4.3         -
ALT    19501120              0       9.3       4.0      10.8         -
ALT    19501121              0      11.7       8.3       0.0         -
